ID,Item_name,Warranty Period(Days),RAM type,Screen Size,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
775,HP EliteBook 820 Ultrabook,1,DDR2,12.5,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1244
776,Asus Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,839
777,Lenovo Thinkpad P50 Notebook,1,DDR2,15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2370
778,Acer Swift 3 Notebook,1,DDR2,14,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,636
779,Razer Blade Pro Gaming,1,DDR2,14,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2899
780,Asus Vivobook Max Notebook,1,DDR2,15.6,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,Windows 10,2,581.9
781,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD + 1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8
782,Asus Rog G752VS-BA171T Gaming,1,DDR2,17.3,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,2350
783,Toshiba Tecra Z40-C-161 Ultrabook,1,DDR2,14,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,1764
784,Lenovo IdeaPad 110-15IBR Notebook,1,DDR2,15.6,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel HD Graphics 405,No OS,2.2,329
785,Lenovo ThinkPad T470s Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,2299
786,MSI GS43VR 7RE Gaming,1,DDR2,14,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,1891
787,MSI GL62M (i5-7300HQ/8GB/1TB Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1089
788,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,999
789,Acer Predator G9-793 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,2299
790,Dell Inspiron 7567 Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,985
791,Asus FX502VM-DM560T (i7-7700HQ/8GB/1TB Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24,1339
792,Vero K146 (N3350/4GB/32GB/W10) Notebook,1,DDR2,14,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22,202.9
793,Lenovo ThinkPad Yoga 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1970
794,Lenovo Yoga 510-15IKB 2 in 1 Convertible,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,959
795,"Apple MacBook 12"" Ultrabook",1,DDR2,12,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,1165
796,Lenovo ThinkPad X1 2 in 1 Convertible,1,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2330
797,Asus R417NA-RS01 (N3350/4GB/32GB/W10) Notebook,1,DDR2,14,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63,299
798,Dell Latitude 3580 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,810
799,Lenovo Yoga 910-13IKB 2 in 1 Convertible,1,DDR2,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,1349
800,Dell Vostro 5568 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,Windows 10,2,739
801,HP ZBook 17 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14,2064.9
802,Asus Pro P2540UA-XS51 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1099
803,Dell XPS 13 Ultrabook,1,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1499
804,Dell XPS 15 Notebook,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,1749
805,Dell Latitude 3180 Netbook,1,DDR2,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,Windows 10,1.63,744
806,HP EliteBook 820 Netbook,1,DDR2,12.5,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1389
807,Toshiba Satellite Pro Notebook,1,DDR2,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,780
808,HP 15-ba043na (A12-9700P/8GB/2TB/W10) Notebook,1,DDR2,15.6,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04,629
809,Dell Inspiron 7567 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1679
810,Lenovo IdeaPad 310-15IKB Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4,609
811,HP Omen 17-an012dx Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,AMD Radeon RX 580,Windows 10,3.74,1749
812,MSI GE72MVR 7RG Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2415
813,Samsung Notebook 9 Ultrabook,1,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1499
814,Dell Vostro 5568 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98,961
815,Dell Vostro 3568 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,789.81
816,Lenovo Thinkpad T470s Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1859
817,Razer Blade Stealth Ultrabook,1,DDR2,12.5,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.29,1799
818,HP Chromebook 11 Netbook,1,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23,385
819,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36,2505.02
820,Dell Latitude 3480 Notebook,3,DDR-SDRAM_(DDRRAM),14,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,755
821,Lenovo V110-15ISK (i3-6006U/4GB/500GB/W10) Notebook,3,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,489.9
822,Toshiba Tecra X40-D-10Z Ultrabook,1,DDR2,14,Intel Core i5 20U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.25,1090
823,Lenovo Thinkpad X1 Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2499
824,MSI GL62M 7RD Gaming,3,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,1199
825,Lenovo ThinkPad X1 Ultrabook,3,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,1875
826,Toshiba Satellite Pro Notebook,3,DDR2,14,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Intel HD Graphics 510,Windows 10,1.75,499
827,Asus ZenBook Flip 2 in 1 Convertible,3,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1358
828,Dell Latitude 3480 Notebook,1,DDR2,14,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,585
829,Acer Chromebook 11 Netbook,3,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35,355
830,Acer Swift 3 Notebook,1,DDR2,14,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,619
831,Razer Blade Pro Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,5499
832,Lenovo Thinkpad X1 Ultrabook,1,DDR2,14,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.1,2099
833,Asus VivoBook Max Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,Nvidia GeForce 920,Linux,2.1,519
834,Lenovo Thinkpad T460 Notebook,1,DDR2,14,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,1186
835,Lenovo ThinkPad T470s Notebook,1,DDR2,14,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1650
836,Dell Alienware 15 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21,2774.63
837,Asus Rog GL702VS-BA023T Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2419
838,Toshiba Satellite Pro Notebook,,,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2,669
839,Lenovo N42-20 Chromebook Notebook,,,14,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,325
840,Asus R558UA-DM966T (i5-20U/8GB/128GB/FHD/W10) Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,128GB HDD,Intel HD Graphics 620,Windows 10,2.3,590
841,Asus Rog GL702VM-GC017T Gaming,,,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,1799
842,Dell Alienware 17 Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3072.89
843,HP ProBook 470 Notebook,,,17.3,Intel Core i5 20U 2.5GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,910
844,Dell Vostro 3568 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,713.99
845,HP EliteBook 840 Ultrabook,,,14,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows 7,1.54,1870
846,Dell Vostro 3568 Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,4,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,739
847,HP Chromebook X360 2 in 1 Convertible,,,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,615
848,Asus ZenBook UX310UQ-GL026T Ultrabook,,,13.3,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45,1026
849,HP EliteBook x360 2 in 1 Convertible,,,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2277
850,HP EliteBook 840 Ultrabook,,,14,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.54,1468
851,HP 250 G6 Notebook,,,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,No OS,1.86,299
852,Asus Rog GL502VM-DS74 Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,1899
853,Dell Inspiron 5767 Notebook,,,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R7 M445,Linux,2.83,865
854,Lenovo ThinkPad T470p Ultrabook,,,14,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96,1903
855,Asus K556UR-DM621T (i7-7500U/8GB/256GB/GeForce Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3,787
856,Dell Latitude 5580 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,945
857,Asus X541NA (N4200/4GB/1TB/W10) Notebook,,,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows 10,2,449
858,HP EliteBook x360 2 in 1 Convertible,,,13.3,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2559
859,Dell Inspiron 5368 Notebook,,,13.3,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,1.62,649
860,Lenovo IdeaPad 110-15ISK Notebook,,,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,No OS,2.2,469
861,Lenovo ThinkPad E570 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,850.66
862,HP EliteBook 850 Notebook,,,15.6,Intel Core i5 7300U 2.6GHz,8,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84,1349
863,Toshiba Portege X30-D-10X Notebook,,,13.3,Intel Core i5 20U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.05,1285
864,Lenovo Legion Y520-15IKBN Gaming,,,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5,1017
865,Dell XPS 13 Ultrabook,,,13.3,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29,2240
866,HP Probook 450 Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.07,910
867,Toshiba Portégé Z30-C-188 Ultrabook,,,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,3
868,Lenovo ThinkPad Yoga 2 in 1 Convertible,,,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1950
869,Acer TMX349-G2-M-50FS (i5-20U/8GB/256GB/FHD/W10) Notebook,,,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.56,902
870,Dell Precision 3520 Workstation,,,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia Quadro M620,Windows 10,2.23,1778
871,Lenovo ThinkPad L570 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.38,1055
872,Lenovo IdeaPad 110-15ISK Notebook,,,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,No OS,2.2,479
873,Toshiba Tecra A50-D-11D Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2,1388
874,Lenovo Thinkpad 13 Notebook,,,13.3,Intel Core i3 7100U 2.4GHz,4,180GB SSD,Intel HD Graphics 620,Windows 10,1.44,735
875,Samsung Notebook 9 Ultrabook,,,15,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23,1849
876,Dell Latitude 7280 Ultrabook,,,12.5,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1690
877,Asus X541NA-GO121 (N4200/4GB/1TB/Linux) Notebook,,,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Linux,2,398.99
878,Xiaomi Mi Notebook Ultrabook,,,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28,935
879,Dell Vostro 5568 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,128GB SSD + 1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18,912.5
880,HP ProBook 450 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,839
881,HP EliteBook x360 2 in 1 Convertible,,,13.3,Intel Core i5 20U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1700
882,HP Pavilion x360 2 in 1 Convertible,,,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.3,684.8
883,Asus VivoBook L402NA Notebook,,,14.1,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.65,348
884,Lenovo IdeaPad 510-15ISK Notebook,,,15.6,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.2,669
885,Dell Inspiron 3552 Notebook,,,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,369
886,HP EliteBook x360 2 in 1 Convertible,,,13.3,Intel Core i5 20U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1799
887,Dell Vostro 3568 Notebook,,,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M420X,Linux,2.18,455.7
888,Asus Rog GL753VD-GC082T Gaming,,,17.3,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9
889,Acer Chromebook C731-C78G Netbook,,,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,297
890,Lenovo IdeaPad 110-17ACL Notebook,,,17.3,AMD A4-Series 7210 2.2GHz,4,500GB HDD,AMD Radeon R3,Windows 10,2.8,379
891,HP Probook 640 Notebook,,,14,Intel Core i5 20U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,1265
892,HP Envy x360 2 in 1 Convertible,,,13.3,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,1399
893,Samsung Notebook 9 Ultrabook,,,15,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.17,1699
894,Lenovo ThinkPad T470s Ultrabook,,,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1799
895,MSI GS73VR Stealth Gaming,,,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD + 2TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,2649
896,Toshiba Portege X30-D-10V Notebook,,,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1475
897,Dell Inspiron 7567 Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62,929
898,HP ProBook 450 Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,900
899,Dell Vostro 3568 Notebook,,,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M420X,Windows 10,2.18,614
900,Dell Latitude 5580 Notebook,,,15.6,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,935
901,Dell XPS 13 2 in 1 Convertible,,,13.3,Intel Core i7 7Y75 1.3GHz,8,512GB SSD,Intel HD Graphics 615,Windows 10,1.24,2013.1
902,Asus G701VO-IH74K (i7-6820HK/32GB/2x Gaming,,,17.3,Intel Core i7 6820HK 2.7GHz,32,256GB SSD + 256GB SSD,Nvidia GeForce GTX 980M,Windows 10,3.58,1279
903,Dell XPS 13 2 in 1 Convertible,,,13.3,Intel Core i7 7Y75 1.3GHz,16,256GB SSD,Intel HD Graphics 615,Windows 10,1.22,1649
904,Lenovo ThinkPad X1 Ultrabook,,,14,Intel Core i7 7500U 2.7GHz,8,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,2049
905,Lenovo ThinkPad T570 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.95,1962.99
906,LG Gram 15Z970 Ultrabook,,,15.6,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.08,2099
907,HP Elitebook 820 Netbook,,,12.5,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.26,1483
908,Acer Chromebook CB5-571-C1DZ Notebook,,,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB Flash Storage,Intel HD Graphics,Chrome OS,2.2,359
909,Lenovo IdeaPad Y700-15ISK Notebook,,,15.6,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,789
910,LG Gram 14Z970 Ultrabook,,,14,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,0.98,1899
911,Dell Latitude 5480 Notebook,,,14,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1205
912,HP Elitebook Folio Ultrabook,,,12.5,Intel Core M 6Y75 1.2GHz,8,240GB SSD,Intel HD Graphics 515,Windows 10,1.09,3100
913,Lenovo IdeaPad 510-15IKB Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,789
914,HP ProBook 450 Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,1018.99
915,Acer Aspire E5-575 Notebook,,,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.4,499
916,Lenovo ThinkPad 13 Notebook,,,13.3,Intel Core i5 20U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.44,881
917,HP Probook 430 Notebook,,,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,960
918,MSI GE72VR 6RF Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1599
919,Dell Inspiron 7567 Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1349
920,MSI GL62M 7RD Gaming,,,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1119.91
921,Dell Vostro 3568 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,684.99
922,HP EliteBook 850 Ultrabook,,,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,AMD Radeon R7 M1X,Windows 10,1.84,1296.99
923,HP Envy 13-AB077cl Ultrabook,,,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.39,1149
924,Toshiba Tecra Z50-C-140 Notebook,,,15.6,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1975
925,Lenovo ThinkPad Yoga 2 in 1 Convertible,,,13.3,Intel Core i5 20U 2.5GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1825
926,Dell Latitude 3580 Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.95,729.9
927,Lenovo Thinkpad X270 Ultrabook,,,12.5,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1650
928,HP Probook 650 Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.31,1165
929,Dell Vostro 3568 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,708.06
930,HP ProBook 640 Notebook,,,14,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.95,1149
931,Lenovo IdeaPad 320-15IAP Notebook,,,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows 10,2.2,309
932,HP EliteBook 820 Ultrabook,,,12.5,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.26,1579
933,HP 250 G6 Notebook,,,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,1TB HDD,Intel HD Graphics 400,No OS,1.86,288.9
934,Lenovo Yoga 900-13ISK 2 in 1 Convertible,,,13.3,Intel Core i7 6560U 2.2GHz,16,1TB SSD,Intel Iris Graphics 540,Windows 10,1.3,1799
935,Toshiba Tecra Z40-C-12X Notebook,,,14,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.47,1105
936,HP EliteBook 820 Netbook,,,12.5,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1669
937,Dell Vostro 3568 Notebook,,,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.18,558.6
